timestamp,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint
0.000,1.464822769165039,0.8018386363983154,0.6443345546722412,0.11481156945228577,0.0,1.4021711349487305,-0.7037369608879089,-0.8983466029167175,0.4521523714065552,0.0
0.100,1.4701955318450928,0.8128196597099304,0.6405150294303894,0.07703232020139694,0.0,1.4014312028884888,-0.7149206399917603,-0.9042488932609558,0.4736590087413788,0.0
0.200,1.4625754356384277,0.8212858239809672,0.6435448527336121,0.09619529048601785,0.0,1.4075984557469685,-0.7121302485466003,-0.8931752244631449,0.39898181955019635,0.0
0.300,1.4549553394317627,0.829751988252004,0.6465746760368347,0.11535826077063878,0.0,1.4137657086054485,-0.7093398571014404,-0.8821015556653341,0.3243046303590139,0.0
0.400,1.4473352432250977,0.8382181525230408,0.6496044993400574,0.1345212310552597,0.0,1.4199329614639282,-0.7065494656562805,-0.8710278868675232,0.24962744116783142,0.0
0.500,1.4500603675842285,0.8342620730400085,0.6520033478736877,0.13884710520505905,0.0,1.4570059180259705,-0.7920439839363098,-0.8376794755458832,0.16273128613829613,0.0
0.600,1.4527854919433594,0.8303059935569763,0.6544021964073181,0.1431729793548584,0.0,1.4940788745880127,-0.8775385022163391,-0.8043310642242432,0.07583513110876083,0.0
0.700,1.4498904049396515,0.8168857991695404,0.6534782201051712,0.166108388453722,0.0,1.398653894662857,-0.8841960430145264,-0.8843154907226562,0.045973741449415684,0.0
0.800,1.4469953179359436,0.8034656047821045,0.6525542438030243,0.1890437975525856,0.0,1.3032289147377014,-0.8908535838127136,-0.9642999172210693,0.016112351790070534,0.0
0.900,1.4441002309322357,0.7900454103946686,0.6516302675008774,0.2119792066514492,0.0,1.2078039348125458,-0.8975111246109009,-1.0442843437194824,-0.013749037869274616,0.0
1.000,1.4412051439285278,0.7766252160072327,0.6507062911987305,0.2349146157503128,0.0,1.1123789548873901,-0.9041686654090881,-1.1242687702178955,-0.043610427528619766,0.0
1.100,1.3798634608586628,0.8224112391471863,0.6412820617357889,0.16357911999026936,0.0,1.1916563908259075,-0.9367093642552694,-1.1359101136525471,-0.04569707935055097,0.0
1.200,1.318521777788798,0.8681972622871399,0.6318578322728475,0.09224362423022589,0.0,1.2709338267644246,-0.9692500631014506,-1.147551457087199,-0.04778373117248217,0.0
1.300,1.257180094718933,0.9139832854270935,0.622433602809906,0.02090812847018242,0.0,1.350211262702942,-1.0017907619476318,-1.1591928005218506,-0.049870382994413376,0.0
1.400,1.2524194320042927,0.8971622586250305,0.6112554868062338,0.029487159103155136,0.0,1.393126408259074,-0.9835984706878662,-1.235347072283427,-0.06831300755341847,0.0
1.500,1.2476587692896526,0.8803412318229675,0.6000773708025614,0.03806618973612785,0.0,1.4360415538152058,-0.9654061794281006,-1.3115013440450032,-0.08675563211242357,0.0
1.600,1.2428981065750122,0.8635202050209045,0.5888992547988892,0.04664522036910057,0.0,1.478956699371338,-0.947213888168335,-1.3876556158065796,-0.10519825667142868,0.0
1.700,1.1944677829742432,0.886102706193924,0.5509870052337646,0.04645688086748123,0.0,1.5014140605926514,-1.0438538789749146,-1.4742175340652466,-0.1326233111321926,0.0
1.800,1.1460374593734741,0.9086852073669434,0.5130747556686401,0.04626854136586189,0.0,1.5238714218139648,-1.1404938697814941,-1.5607794523239136,-0.16004836559295654,0.0
1.900,1.0509293026157789,0.8675892906529563,0.5866179636546544,0.03179837789918695,0.0,1.4528501800128393,-1.168010413646698,-1.5314562491008215,-0.1452857359711613,0.0
2.000,0.9558211458580834,0.8264933739389693,0.6601611716406686,0.017328214432512014,0.0,1.3818289382117135,-1.1955269575119019,-1.5021330458777291,-0.13052310634936606,0.0
2.100,0.8607129891003882,0.7853974572249821,0.7337043796266828,0.002858050965837071,0.0,1.310807696410588,-1.2230435013771057,-1.472809842654637,-0.11576047672757081,0.0
2.200,0.7656048323426928,0.7443015405109951,0.807247587612697,-0.011612112500837865,0.0,1.2397864546094621,-1.2505600452423096,-1.4434866394315446,-0.10099784710577556,0.0
2.300,0.6704966755849975,0.7032056237970079,0.8807907955987113,-0.026082275967512808,0.0,1.1687652128083366,-1.2780765891075134,-1.4141634362084525,-0.08623521748398032,0.0
2.400,0.5753885188273021,0.6621097070830209,0.9543340035847254,-0.04055243943418775,0.0,1.097743971007211,-1.3055931329727173,-1.3848402329853604,-0.07147258786218508,0.0
2.500,0.4802803620696068,0.6210137903690338,1.0278772115707397,-0.055022602900862694,0.0,1.0267227292060852,-1.3331096768379211,-1.355517029762268,-0.056709958240389824,0.0
2.600,0.38517220531191154,0.5799178736550468,1.1014204195567538,-0.06949276636753762,0.0,0.9557014874049595,-1.360626220703125,-1.326193826539176,-0.041947328618594584,0.0
2.700,0.2900640485542161,0.5388219569410596,1.1749636275427684,-0.08396292983421258,0.0,0.8846802456038338,-1.3881427645683289,-1.2968706233160836,-0.027184698996799317,0.0
2.800,0.19495589179652073,0.49772604022707256,1.2485068355287825,-0.09843309330088751,0.0,0.8136590038027082,-1.4156593084335327,-1.2675474200929915,-0.012422069375004091,0.0
2.900,0.09984773503882538,0.4566301235130855,1.3220500435147966,-0.11290325676756247,0.0,0.7426377620015826,-1.4431758522987366,-1.2382242168698991,0.0023405602467911624,0.0
3.000,0.004739578281130141,0.41553420679909847,1.3955932515008107,-0.1273734202342374,0.0,0.6716165202004569,-1.4706923961639404,-1.208901013646807,0.017103189868586388,0.0
3.100,-0.09036857847656532,0.3744382900851113,1.4691364594868253,-0.14184358370091235,0.0,0.6005952783993312,-1.4982089400291443,-1.1795778104237147,0.03186581949038167,0.0
3.200,-0.18547673523426056,0.33334237337112427,1.5426796674728394,-0.15631374716758728,0.0,0.5295740365982056,-1.5257254838943481,-1.1502546072006226,0.046628449112176895,0.0
3.300,-0.10650982369076122,0.35302659598263825,1.4888806288892573,-0.14883690191940827,0.0,0.4394876550544392,-1.5415683551268144,-1.0540637529709123,0.06463675268671729,0.0
