timestamp,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,left_wrist_pitch_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint,right_wrist_pitch_joint
0.000,1.464822769165039,0.8018386363983154,0.6443345546722412,0.11481156945228577,0.0,0,1.4021711349487305,-0.7037369608879089,-0.8983466029167175,0.4521523714065552,0.0,0
0.100,1.4701955318450928,0.8128196597099304,0.6405150294303894,0.07703232020139694,0.0,0,1.4014312028884888,-0.7149206399917603,-0.9042488932609558,0.4736590087413788,0.0,0
0.200,1.4587653875350952,0.8255189061164856,0.6450597643852234,0.10577677562832832,0.0,0,1.4106820821762085,-0.7107350528240204,-0.8876383900642395,0.3616432249546051,0.0,0
0.300,1.4473352432250977,0.8382181525230408,0.6496044993400574,0.1345212310552597,0.0,0,1.4199329614639282,-0.7065494656562805,-0.8710278868675232,0.24962744116783142,0.0,0
0.400,1.4527854919433594,0.8303059935569763,0.6544021964073181,0.1431729793548584,0.0,0,1.4940788745880127,-0.8775385022163391,-0.8043310642242432,0.07583513110876083,0.0,0
0.500,1.4469953179359436,0.8034656047821045,0.6525542438030243,0.1890437975525856,0.0,0,1.3032289147377014,-0.8908535838127136,-0.9642999172210693,0.016112351790070534,0.0,0
0.600,1.4412051439285278,0.7766252160072327,0.6507062911987305,0.2349146157503128,0.0,0,1.1123789548873901,-0.9041686654090881,-1.1242687702178955,-0.043610427528619766,0.0,0
0.700,1.3491926193237305,0.8453042507171631,0.6365699470043182,0.1279113721102476,0.0,0,1.231295108795166,-0.95297971367836,-1.141730785369873,-0.04674040526151657,0.0,0
0.800,1.257180094718933,0.9139832854270935,0.622433602809906,0.02090812847018242,0.0,0,1.350211262702942,-1.0017907619476318,-1.1591928005218506,-0.049870382994413376,0.0,0
0.900,1.2500391006469727,0.888751745223999,0.6056664288043976,0.033776674419641495,0.0,0,1.41458398103714,-0.9745023250579834,-1.273424208164215,-0.07753431983292103,0.0,0
1.000,1.2428981065750122,0.8635202050209045,0.5888992547988892,0.04664522036910057,0.0,0,1.478956699371338,-0.947213888168335,-1.3876556158065796,-0.10519825667142868,0.0,0
1.100,1.1460374593734741,0.9086852073669434,0.5130747556686401,0.04626854136586189,0.0,0,1.5238714218139648,-1.1404938697814941,-1.5607794523239136,-0.16004836559295654,0.0,0
1.200,0.9558211458580834,0.8264933739389693,0.6601611716406686,0.017328214432512014,0.0,0,1.3818289382117135,-1.1955269575119019,-1.5021330458777291,-0.13052310634936606,0.0,0
1.300,0.7656048323426928,0.7443015405109951,0.807247587612697,-0.011612112500837865,0.0,0,1.2397864546094621,-1.2505600452423096,-1.4434866394315446,-0.10099784710577556,0.0,0
1.400,0.5753885188273021,0.6621097070830209,0.9543340035847254,-0.04055243943418775,0.0,0,1.097743971007211,-1.3055931329727173,-1.3848402329853604,-0.07147258786218508,0.0,0
1.500,0.38517220531191154,0.5799178736550468,1.1014204195567538,-0.06949276636753762,0.0,0,0.9557014874049595,-1.360626220703125,-1.326193826539176,-0.041947328618594584,0.0,0
1.600,0.19495589179652073,0.49772604022707256,1.2485068355287825,-0.09843309330088751,0.0,0,0.8136590038027082,-1.4156593084335327,-1.2675474200929915,-0.012422069375004091,0.0,0
1.700,0.004739578281130141,0.41553420679909847,1.3955932515008107,-0.1273734202342374,0.0,0,0.6716165202004569,-1.4706923961639404,-1.208901013646807,0.017103189868586388,0.0,0
1.800,-0.18547673523426056,0.33334237337112427,1.5426796674728394,-0.15631374716758728,0.0,0,0.5295740365982056,-1.5257254838943481,-1.1502546072006226,0.046628449112176895,0.0,0
1.900,-0.040704064071178436,0.3694301148255666,1.444048096736272,-0.14260619754592577,0.0,0,0.3644156704346339,-1.5547707478205364,-0.973904707779487,0.07964367233216763,0.0,0
2.000,0.10406860709190369,0.4055178562800089,1.345416525999705,-0.12889864792426428,0.0,0,0.19925730427106225,-1.5838160117467244,-0.7975548083583515,0.11265889555215836,0.0,0
2.100,0.2488412782549858,0.4416055977344513,1.2467849552631378,-0.11519109830260277,0.0,0,0.03409893810749054,-1.6128612756729126,-0.6212049089372158,0.14567411877214909,0.0,0
2.200,0.39361394941806793,0.4776933391888936,1.1481533845265708,-0.10148354868094127,0.0,0,-0.13105942805608106,-1.6419065395991008,-0.44485500951608026,0.17868934199213982,0.0,0
2.300,0.53838662058115,0.513781080643336,1.0495218137900033,-0.08777599905927976,0.0,0,-0.2962177942196529,-1.6709518035252888,-0.2685051100949446,0.21170456521213055,0.0,0
2.400,0.6831592917442322,0.5498688220977783,0.9508902430534363,-0.07406844943761826,0.0,0,-0.4613761603832245,-1.699997067451477,-0.09215521067380905,0.24471978843212128,0.0,0
2.500,0.5138402700424194,0.5111778616905213,1.0743671894073485,-0.08656290769577027,0.0,0,-0.5551711320877075,-1.6184540748596192,-0.12127597630023956,0.24230760633945464,0.0,0
2.600,0.34452124834060666,0.47248690128326415,1.197844135761261,-0.09905736595392227,0.0,0,-0.6489661037921906,-1.5369110822677612,-0.15039674192667007,0.23989542424678803,0.0,0
2.700,0.17520222663879392,0.4337959408760071,1.3213210821151733,-0.11155182421207427,0.0,0,-0.7427610754966736,-1.4553680896759034,-0.17951750755310059,0.2374832421541214,0.0,0
2.800,0.0058832049369811346,0.39510498046875,1.4447980284690858,-0.12404628247022628,0.0,0,-0.8365560472011566,-1.3738250970840453,-0.2086382731795311,0.23507106006145478,0.0,0
2.900,-0.16343581676483154,0.3564140200614929,1.568274974822998,-0.1365407407283783,0.0,0,-0.9303510189056396,-1.2922821044921875,-0.2377590388059616,0.23265887796878815,0.0,0
3.000,-0.16297080963850022,0.35836936831474303,1.5687624335289,-0.1350328028202057,0.0,0,-0.7344700455665588,-1.3043256640434264,-0.402244333922863,0.18577992916107178,0.0,0
3.100,-0.1625058025121689,0.36032471656799314,1.5692498922348022,-0.13352486491203308,0.0,0,-0.538589072227478,-1.3163692235946656,-0.5667296290397644,0.1389009803533554,0.0,0
3.200,-0.16204079538583754,0.3622800648212433,1.5697373509407044,-0.13201692700386047,0.0,0,-0.34270809888839726,-1.3284127831459045,-0.7312149241566658,0.09202203154563904,0.0,0
3.300,-0.16157578825950622,0.3642354130744934,1.5702248096466065,-0.13050898909568787,0.0,0,-0.14682712554931632,-1.3404563426971436,-0.8957002192735672,0.04514308273792267,0.0,0
3.400,-0.1611107811331749,0.36619076132774353,1.5707122683525085,-0.12900105118751526,0.0,0,0.049053847789764404,-1.3524999022483826,-1.0601855143904686,-0.0017358660697937012,0.0,0
3.500,-0.16064577400684357,0.36814610958099364,1.5711997270584106,-0.12749311327934265,0.0,0,0.24493482112884513,-1.3645434617996215,-1.22467080950737,-0.04861481487751007,0.0,0
3.600,-0.16018076688051225,0.37010145783424375,1.5716871857643127,-0.12598517537117004,0.0,0,0.44081579446792585,-1.3765870213508606,-1.3891561046242713,-0.09549376368522644,0.0,0
3.700,-0.1597157597541809,0.3720568060874939,1.572174644470215,-0.12447723746299744,0.0,0,0.636696767807007,-1.3886305809020996,-1.5536413997411729,-0.1423727124929428,0.0,0
3.800,-0.15925075262784957,0.37401215434074403,1.572662103176117,-0.12296929955482483,0.0,0,0.8325777411460877,-1.4006741404533387,-1.7181266948580742,-0.18925166130065918,0.0,0
3.900,-0.15878574550151825,0.37596750259399414,1.573149561882019,-0.12146136164665222,0.0,0,1.0284587144851685,-1.4127177000045776,-1.8826119899749756,-0.23613061010837555,0.0,0
4.000,-0.02847857922315597,0.4275157332420349,1.4683753550052643,-0.09918365553021431,0.0,0,0.8454264104366302,-1.4022460103034973,-1.7693996965885161,-0.22259894534945487,0.0,0
4.100,0.10182858705520631,0.47906396389007566,1.3636011481285095,-0.0769059494137764,0.0,0,0.662394106388092,-1.391774320602417,-1.656187403202057,-0.2090672805905342,0.0,0
4.200,0.23213575333356856,0.5306121945381165,1.2588269412517548,-0.054628243297338494,0.0,0,0.47936180233955383,-1.3813026309013368,-1.5429751098155975,-0.19553561583161355,0.0,0
4.300,0.36244291961193087,0.5821604251861572,1.154052734375,-0.03235053718090057,0.0,0,0.2963294982910156,-1.3708309412002564,-1.4297628164291383,-0.18200395107269288,0.0,0
4.400,0.4927500858902931,0.633708655834198,1.0492785274982452,-0.010072831064462662,0.0,0,0.11329719424247742,-1.360359251499176,-1.3165505230426788,-0.1684722863137722,0.0,0
4.500,0.6230572521686554,0.6852568864822388,0.9445043206214905,0.012204875051975234,0.0,0,-0.06973510980606079,-1.3498875617980957,-1.2033382296562194,-0.15494062155485155,0.0,0
4.600,0.7533644184470176,0.7368051171302795,0.8397301137447357,0.03448258116841316,0.0,0,-0.252767413854599,-1.3394158720970153,-1.0901259362697602,-0.14140895679593085,0.0,0
4.700,0.88367158472538,0.7883533477783203,0.734955906867981,0.05676028728485108,0.0,0,-0.4357997179031372,-1.3289441823959351,-0.9769136428833007,-0.1278772920370102,0.0,0
4.800,1.0139787510037424,0.839901578426361,0.6301816999912262,0.079037993401289,0.0,0,-0.6188320219516754,-1.3184724926948548,-0.8637013494968413,-0.11434562727808951,0.0,0
4.900,1.1442859172821045,0.8914498090744019,0.5254074931144714,0.1013156995177269,0.0,0,-0.8018643260002136,-1.3080008029937744,-0.7504890561103821,-0.10081396251916885,0.0,0
5.000,1.143445038795471,0.8915432572364808,0.5250698566436768,0.10243833661079407,0.0,0,-0.6173722803592682,-1.3223157167434691,-0.8661502540111542,-0.11451541557908058,0.0,0
5.100,1.142604160308838,0.8916367053985595,0.5247322201728821,0.10356097370386123,0.0,0,-0.4328802347183227,-1.336630630493164,-0.9818114519119263,-0.12821686863899232,0.0,0
5.200,1.1417632818222045,0.8917301535606384,0.5243945837020874,0.10468361079692841,0.0,0,-0.24838818907737736,-1.3509455442428588,-1.0974726498126983,-0.14191832169890403,0.0,0
5.300,1.1409224033355714,0.8918236017227172,0.5240569472312927,0.10580624788999557,0.0,0,-0.0638961434364318,-1.3652604579925538,-1.2131338477134705,-0.15561977475881578,0.0,0
5.400,1.140081524848938,0.8919170498847961,0.523719310760498,0.10692888498306274,0.0,0,0.12059590220451355,-1.3795753717422485,-1.3287950456142426,-0.1693212278187275,0.0,0
5.500,1.1392406463623046,0.892010498046875,0.5233816742897034,0.10805152207612992,0.0,0,0.3050879478454589,-1.3938902854919433,-1.4444562435150146,-0.1830226808786392,0.0,0
5.600,1.1383997678756714,0.8921039462089538,0.5230440378189087,0.10917415916919708,0.0,0,0.48957999348640424,-1.4082051992416382,-1.5601174414157866,-0.19672413393855093,0.0,0
5.700,1.137558889389038,0.8921973943710327,0.522706401348114,0.11029679626226425,0.0,0,0.67407203912735,-1.422520112991333,-1.675778639316559,-0.2104255869984627,0.0,0
5.800,1.1367180109024049,0.8922908425331115,0.5223687648773193,0.11141943335533142,0.0,0,0.8585640847682954,-1.436835026741028,-1.791439837217331,-0.22412704005837442,0.0,0
5.900,1.1358771324157715,0.8923842906951904,0.5220311284065247,0.11254207044839859,0.0,0,1.0430561304092407,-1.4511499404907227,-1.907101035118103,-0.23782849311828613,0.0,0
6.000,0.9889641205469768,0.7905474503835043,0.6783423622449238,0.07550701359286904,0.0,0,1.0238831639289856,-1.4581748644510906,-1.8889312744140625,-0.23067718744277954,0.0,0
